104.21.232.157,SEA,North America,Seattle,162 ms
104.21.226.11,SEA,North America,Seattle,163 ms
104.21.231.54,SEA,North America,Seattle,164 ms
162.159.34.27,SEA,North America,Seattle,165 ms
162.159.35.189,SEA,North America,Seattle,167 ms
