104.19.236.4,FRA,Europe,Frankfurt,214 ms
104.16.103.9,FRA,Europe,Frankfurt,219 ms
104.19.230.220,FRA,Europe,Frankfurt,220 ms
104.19.231.233,FRA,Europe,Frankfurt,221 ms
104.16.108.243,FRA,Europe,Frankfurt,225 ms
